Entry No.,CPU Cores,Memory,Bandwidth,Hour1,Hour2,Day Start,Day End,Month Start,Month End,Year Start,Year End,Instances,,,,,
68,2,4,1024,0.252614962,0.754404357,9.323876996,20.3253465,339,804,72766,408586,2,,,,,
69,2,8,64,0.265151614,0.201315196,17.4290158,27.26959322,321,346,211611,278502,2,,,,,
70,4,2,128,0.072426362,0.738994485,12.66470331,14.73825091,77,696,659101,473109,6,,,,,
71,2,8,256,0.35964432,0.500431908,8.180457909,3.619238092,852,857,57318,143681,8,,,,,
72,4,8,32,0.359938484,0.304329981,12.34736177,6.774818055,241,1037,321797,890768,6,,,,,
73,2,4,64,0.255735807,0.046608736,17.00915612,2.531321025,470,462,164108,618710,6,,,,,
74,2,16,32,0.042613374,0.137890445,2.251665462,21.37293064,410,433,445134,344327,2,,,,,
75,8,8,64,0.190279729,0.033775944,8.251601259,14.38483753,775,57,146101,982786,6,,,,,
76,8,2,512,0.187021269,0.778901645,2.669114366,6.363090828,712,55,198458,254984,6,,,,,
77,4,4,256,0.115623465,0.229968999,3.901266203,15.73320893,111,964,201026,323429,8,,,,,
78,2,4,128,0.279919561,0.518718462,12.04035569,4.691871094,516,533,567929,399779,4,,,,,
79,2,2,32,0.11869051,0.047278734,21.2254831,2.238445897,918,877,690462,27516,2,,,,,
80,8,2,128,0.095493332,0.053991601,12.70567035,16.84008006,84,352,490286,416607,8,,,,,
81,8,4,512,0.080528517,0.130295614,1.793724129,4.085590217,276,701,805327,255209,2,,,,,
82,2,4,16,0.029579085,0.098526856,10.89018487,6.628670068,407,579,506769,729428,6,,,,,
83,8,16,512,0.209373073,0.162344215,20.49565697,17.82223144,695,171,700059,653152,8,,,,,
84,8,2,64,0.369152075,0.743852568,16.0197576,14.90757989,754,1009,154648,699141,6,,,,,
85,8,2,64,0.397597315,0.77304106,16.06831312,4.597378553,31,891,543577,568062,2,,,,,
86,2,4,256,0.145834919,0.781093044,15.01621701,10.28705881,322,84,141422,910919,6,,,,,
87,4,2,32,0.328562852,0.472192652,12.55964684,5.501891672,848,340,749522,787026,6,,,,,
88,4,16,1024,0.292105245,0.709244218,18.78010645,17.94559165,657,727,505566,431495,8,,,,,
89,8,2,256,0.069667292,0.846802199,4.900130197,6.317879828,759,799,319484,623486,6,,,,,
90,2,8,16,0.194232599,0.142610032,1.326915659,10.99238058,205,462,236499,854685,2,,,,,
91,4,2,1024,0.211674781,0.669215264,5.819992585,8.12418727,247,813,44656,165502,6,,,,,
92,2,16,512,0.024021985,0.147966422,13.934701,16.83265629,915,401,171973,392730,8,,,,,
93,4,2,16,0.25820705,0.66479186,16.12008859,2.213957754,744,943,122976,991697,4,,,,,
94,2,4,32,0.349534406,0.334893546,11.50796077,29.96755465,318,140,703693,463484,2,,,,,
95,2,16,256,0.277913506,0.091200956,17.56830358,15.75440493,101,555,84969,668470,4,,,,,
96,2,8,32,0.010874343,0.62721446,6.924338174,14.26570081,70,625,290805,959311,6,,,,,
97,8,4,256,0.142751194,0.81973807,17.11594678,12.73154756,426,854,566763,55788,2,,,,,
98,8,16,1024,0.383875503,0.237082113,3.153212826,5.334165095,441,737,318518,823287,4,,,,,
99,8,16,256,0.204046276,0.269116742,7.279003451,11.96942314,260,769,719144,909507,4,,,,,
100,2,16,1024,0.239670745,0.384568953,8.068936815,15.54959577,759,47,742223,302357,8,,,,,
101,2,4,256,0.384855141,0.460807609,10.50671039,9.720906381,72,436,645947,761483,6,,,,,
102,2,8,1024,0.361906878,0.508514779,7.958126248,23.67143687,362,62,322478,750493,8,,,,,
103,4,8,128,0.095193019,0.611616338,15.25701783,9.739468279,666,173,619688,653096,8,,,,,
104,2,8,64,0.06022866,0.418060974,6.310217382,6.967881109,256,629,209506,296938,4,,,,,
105,2,2,64,0.354938752,0.784638671,14.94955541,12.10105105,492,598,99034,975822,6,,,,,
106,4,2,128,0.211776451,0.180889284,2.076534111,15.31056121,477,326,641040,782431,8,,,,,
107,4,8,16,0.046856042,0.470478499,15.12526969,20.72311426,354,472,488114,708275,4,,,,,
108,8,4,64,0.24625464,0.841558529,3.836176196,6.963492452,70,844,208427,765401,8,,,,,
109,4,16,32,0.262892269,0.243842459,1.334361605,12.71497273,70,152,276136,428223,8,,,,,
110,2,16,1024,0.386508757,0.291524637,7.762704039,10.3854428,628,563,648984,775865,8,,,,,
111,4,4,1024,0.383602139,0.789685122,18.57680061,14.60887988,518,858,768877,999283,2,,,,,
112,4,16,64,0.036276789,0.314197458,13.65439287,27.8551145,618,255,8026,387500,4,,,,,
113,4,16,256,0.080611326,0.086737786,6.577225908,13.58825295,477,381,14911,447448,6,,,,,
114,4,16,64,0.26852786,0.586330378,12.52120735,26.54929076,757,999,730119,544720,4,,,,,
115,2,8,512,0.396077289,0.17956222,1.69922377,4.518191238,749,400,196483,527649,4,,,,,
116,4,4,1024,0.011430555,0.778672386,4.994859141,28.2374628,588,432,821998,411311,2,,,,,
117,8,2,512,0.225924994,0.307320408,4.231074886,21.93991907,379,414,804696,420695,6,,,,,
118,2,4,256,0.214325116,0.137893104,19.60515499,16.70591167,264,934,740320,495154,2,,,,,
119,8,16,512,0.365924787,0.500360302,12.89787349,22.18810123,95,844,721611,484714,4,,,,,
120,8,16,128,0.200349601,0.170476996,21.29474293,5.806441031,709,30,101477,210729,4,,,,,
121,8,16,32,0.176208304,0.186237668,10.07127251,5.16095098,275,645,524798,526536,8,,,,,
122,4,2,64,0.399135565,0.115233287,7.872721377,16.17319262,672,359,158026,41502,2,,,,,
123,4,4,1024,0.369637641,0.357954909,5.873232072,10.79997298,321,188,46441,763011,2,,,,,
124,8,4,64,0.243791516,0.437840554,16.11437119,20.67892441,900,265,328002,775990,6,,,,,
125,4,2,64,0.056136469,0.876382344,16.76508519,3.421209994,373,440,636981,376315,2,,,,,
126,2,16,16,0.030190802,0.71883869,2.245598543,23.17264984,739,70,249842,499750,8,,,,,
127,8,4,32,0.271240147,0.082039423,17.39399108,4.629773666,356,767,409606,403338,4,,,,,
128,4,4,64,0.043127978,0.362461471,14.48562557,27.83972353,529,817,552599,481742,2,,,,,
129,8,2,1024,0.083672105,0.125680186,18.27037141,28.79643614,664,695,216367,324631,2,,,,,
130,2,2,256,0.131511455,0.483230334,21.02678136,25.02543881,848,908,556478,758668,2,,,,,
131,4,2,64,0.148219855,0.408322633,12.91547551,11.63815131,281,912,578235,185612,2,,,,,
132,8,4,1024,0.22827464,0.759257208,4.737224637,21.88686293,740,761,824129,107340,2,,,,,
133,2,4,32,0.286180266,0.418561276,13.15783457,6.920314548,468,790,59009,203510,6,,,,,
134,8,2,256,0.088076512,0.403407513,15.82521973,13.16350486,755,379,247879,394481,4,,,,,
135,2,8,512,0.044843062,0.185931715,8.328862275,28.17853585,580,793,417043,876463,2,,,,,
136,4,2,1024,0.307017189,0.651427471,15.62496505,6.748442444,686,971,345011,447338,2,,,,,
137,4,8,1024,0.027979212,0.387847577,14.14357527,4.400101666,279,385,794012,725874,6,,,,,
138,8,2,128,0.083221507,0.574671842,15.59355709,16.29844207,580,680,88468,963789,8,,,,,
139,4,4,256,0.015246767,0.378258692,19.9391433,3.08857596,915,803,489829,960682,4,,,,,
140,2,2,32,0.280732504,0.575552446,4.374234612,25.26557284,720,588,456302,631908,8,,,,,
141,8,16,32,0.207268722,0.749281302,4.938265312,19.55184568,127,961,684832,320662,2,,,,,
142,2,2,64,0.359040384,0.652428044,10.1764638,14.96381239,30,344,698635,153921,8,,,,,
143,4,2,256,0.057243891,0.374262423,9.82143681,19.67183796,364,782,402209,724954,4,,,,,
144,8,16,128,0.066424048,0.141230641,20.99877977,7.102849915,120,184,726911,27037,4,,,,,
145,8,2,512,0.046718737,0.370927189,13.80197523,28.04635093,180,399,650369,817593,8,,,,,
146,8,4,32,0.371073238,0.731608475,8.050740514,19.73881065,162,609,62211,665592,8,,,,,
147,2,4,128,0.325981321,0.653463414,13.89732996,12.18651086,90,1031,450143,176530,8,,,,,
148,8,8,16,0.030058856,0.448001122,10.69543343,7.533705282,746,486,654180,466067,6,,,,,
149,8,16,32,0.013827014,0.859251741,3.979043464,24.24499718,365,838,624767,53945,4,,,,,
150,4,2,64,0.218147659,0.537213875,7.268912045,11.72566793,144,606,337566,264468,8,,,,,
151,4,16,64,0.394589874,0.12707655,3.589711002,10.02067315,591,385,824586,184495,8,,,,,
152,2,8,512,0.310690637,0.170937117,9.721599449,14.64067107,87,244,202316,591519,8,,,,,
153,8,16,512,0.112196934,0.15032128,4.357192266,16.29423644,826,1033,321038,152842,8,,,,,
154,4,4,32,0.073442289,0.562228006,13.69222677,4.476904523,247,630,815984,66400,6,,,,,
155,2,4,32,0.350422603,0.76777462,16.50662851,22.04079231,145,393,170579,153446,4,,,,,
156,4,2,256,0.343801243,0.785962788,12.56756967,25.62106862,493,135,563463,411316,4,,,,,
157,8,4,512,0.291535401,0.580729635,9.895874737,14.1473886,500,40,169275,172421,4,,,,,
158,2,2,1024,0.135260186,0.16576806,9.945212768,13.14544951,384,962,725067,980142,2,,,,,
159,8,4,1024,0.161189237,0.717334952,19.47066929,15.88211205,654,740,788624,425858,8,,,,,
160,8,2,1024,0.069516932,0.74518468,19.23469353,14.3777643,292,174,421077,128414,6,,,,,
161,4,16,32,0.014760934,0.523651719,13.14214587,22.1385097,170,82,583126,642641,6,,,,,
162,2,4,128,0.371345474,0.391529469,7.535752662,16.41467091,771,913,477631,638463,8,,,,,
163,8,8,128,0.370339102,0.647539851,19.45729634,5.605970827,909,196,435606,998645,4,,,,,
164,8,4,32,0.012998139,0.564317702,19.01255181,24.82304892,912,809,391381,504168,8,,,,,
165,2,8,16,0.188851119,0.165412888,3.911930173,25.68425499,648,537,70790,238028,2,,,,,
166,4,2,64,0.276608841,0.141638603,7.746696297,23.46568567,730,553,66341,842972,2,,,,,
167,2,8,16,0.375408456,0.265677225,10.92806533,5.169248479,917,854,368583,739415,4,,,,,
168,8,16,128,0.245547679,0.550577371,13.02282732,8.128863285,741,57,659311,407137,8,,,,,
169,8,2,128,0.10583544,0.182016161,18.80839444,6.711084268,842,982,477301,959253,2,,,,,
170,8,16,256,0.074061885,0.447254087,17.14599782,11.53522953,378,172,191389,351481,2,,,,,
171,4,2,128,0.251060457,0.16789547,10.13548456,23.35083937,446,773,360442,156054,4,,,,,
172,8,4,128,0.397566023,0.240971504,5.102413212,29.02235242,353,332,778057,271043,4,,,,,
173,2,8,16,0.256273716,0.816276159,13.54917732,3.446765387,184,960,726456,319645,6,,,,,
174,8,2,1024,0.3612484,0.712569929,15.62960556,26.95710163,819,238,410644,485402,6,,,,,
175,2,8,512,0.124030313,0.757536916,2.690544734,23.89662449,753,744,505188,65891,4,,,,,
176,4,8,32,0.164192859,0.405539806,15.5061646,30.2708708,771,885,496630,711405,6,,,,,
177,2,8,128,0.163125197,0.495822879,16.69880503,16.28448172,439,891,267061,584304,4,,,,,
178,8,4,16,0.134640499,0.472084864,11.70877964,24.52941234,916,752,542298,299868,2,,,,,
179,2,8,32,0.111139229,0.419795542,10.72353217,16.44514451,502,216,791400,907590,2,,,,,
180,4,16,512,0.332554736,0.071030383,11.26042364,8.934757838,740,449,487318,165929,8,,,,,
181,8,2,1024,0.24572135,0.160441554,4.506225334,2.242988387,367,86,739931,625828,6,,,,,
182,2,16,16,0.273341531,0.809024087,12.81965922,8.155424791,250,100,643284,80784,6,,,,,
183,2,4,32,0.208589027,0.108639018,11.8858877,18.75605467,226,576,555611,441111,2,,,,,
184,2,4,256,0.097981126,0.71978679,2.775970938,20.73509209,139,350,24042,415773,8,,,,,
185,8,2,32,0.387894427,0.605638885,7.123075922,3.32281046,141,52,763999,508768,4,,,,,
186,8,4,16,0.129644491,0.108031376,8.335006305,10.66741256,625,752,4182,105978,4,,,,,
187,2,4,128,0.258791816,0.415447948,17.83675437,20.12867593,385,167,751483,108044,2,,,,,
188,4,16,16,0.349906439,0.625903654,1.97026659,5.238088585,619,373,640384,495223,4,,,,,
189,4,16,1024,0.382564956,0.796699198,6.948896961,27.88505838,835,940,670924,49745,4,,,,,
190,8,16,16,0.313350462,0.669544556,1.567581275,24.22263435,353,57,624685,93743,4,,,,,
191,2,2,256,0.015918197,0.230192803,18.51950852,14.78125601,516,1039,741707,856207,6,,,,,
192,2,2,16,0.129640437,0.570752669,3.859627187,7.306984003,65,1030,160833,436477,2,,,,,
193,4,16,32,0.10307247,0.82131492,12.54040864,10.94124971,230,469,315227,745830,4,,,,,
194,4,8,1024,0.138029061,0.198815842,11.4952234,4.974009518,640,833,797346,462030,6,,,,,
195,4,4,128,0.300338208,0.513720066,3.426509332,25.30571098,231,591,633251,894464,6,,,,,
196,4,4,1024,0.245741531,0.411094059,4.058387757,18.81713064,776,900,747239,329738,8,,,,,
197,8,4,512,0.101558437,0.518754868,20.05064885,4.93817123,341,903,348012,55210,6,,,,,
198,8,16,512,0.245959508,0.292759205,16.36442791,29.19369681,851,914,412469,75139,6,,,,,
199,2,4,64,0.220572851,0.075163309,11.99319241,3.09212194,116,804,606999,844686,4,,,,,
200,2,4,32,0.334444919,0.32997166,19.90149276,1.92982102,733,450,733640,871235,4,,,,,
201,8,2,64,0.017172342,0.165637612,1.421522957,18.61801249,579,230,308359,962064,4,,,,,
202,4,16,128,0.137424947,0.283016256,16.97926062,9.215822397,385,199,239216,980988,6,,,,,
203,8,4,64,0.077237357,0.061243866,14.54139476,11.43991081,242,430,161752,832388,2,,,,,
204,4,4,64,0.169769793,0.133934354,17.34118565,20.35557129,440,99,477554,422038,4,,,,,
205,8,8,1024,0.062532164,0.48478114,14.79184819,14.89884703,574,208,136172,498126,2,,,,,
206,8,8,1024,0.368545108,0.085624081,5.048379012,6.130861194,555,378,773139,193410,8,,,,,
207,8,16,1024,0.288398962,0.30458844,9.198051494,2.771216687,638,907,304305,103187,8,,,,,
208,4,2,32,0.110822854,0.068738779,13.96854943,13.69513583,259,470,798642,478885,6,,,,,
209,2,8,128,0.213365493,0.533067713,19.05942747,15.41333496,221,721,579068,147099,2,,,,,
210,4,4,512,0.070909928,0.754725954,5.805806509,5.466117491,509,226,738651,303719,8,,,,,
211,4,8,32,0.235563752,0.598128068,2.347985853,23.86751815,236,614,809014,38249,8,,,,,
212,2,8,512,0.126379071,0.613907859,11.16438447,7.749340632,388,896,241843,644351,8,,,,,
213,8,8,32,0.049764762,0.513485943,10.72891403,26.23446111,881,67,776986,860884,2,,,,,
214,2,4,128,0.11883856,0.279888585,3.637481629,25.82202244,126,301,288615,945206,6,,,,,
215,8,8,64,0.08485949,0.713674556,10.35593043,12.13372165,431,494,146013,810827,2,,,,,
216,2,4,1024,0.287091466,0.254118055,14.36838183,28.0085704,327,669,565813,300378,4,,,,,
217,2,16,256,0.389229828,0.079050765,16.39620253,24.39877309,285,443,521561,775617,2,,,,,
218,8,16,256,0.056184477,0.669474499,5.215043384,16.62340588,254,768,769279,215557,4,,,,,
219,8,8,512,0.351393559,0.878237638,3.038487173,29.62172496,560,748,410521,909048,6,,,,,
220,2,2,32,0.070339583,0.096513477,19.6370755,27.75720261,101,370,71574,83068,2,,,,,
221,4,16,16,0.277877981,0.475146797,4.865722662,23.59871282,76,859,480146,95777,4,,,,,
222,8,16,256,0.107519071,0.297744597,14.09105998,9.169599582,585,212,12455,489964,4,,,,,
223,2,16,1024,0.301895374,0.379178416,9.713450738,2.660193174,695,657,624372,524048,2,,,,,
224,4,16,1024,0.021641575,0.089352551,17.57919719,8.791568418,418,100,748482,982689,8,,,,,
225,4,4,64,0.357984372,0.035218209,17.43654088,22.17266018,373,919,544626,784672,4,,,,,
226,4,8,64,0.109526612,0.718311938,18.44577436,29.87176658,49,161,446858,994845,6,,,,,
227,2,4,1024,0.175945491,0.204720952,2.171026946,13.7737716,80,1009,715901,190179,8,,,,,
228,4,4,1024,0.176356246,0.124552677,10.57599245,27.8983836,276,319,49053,866550,6,,,,,
229,2,4,512,0.252663495,0.389606281,19.92324951,22.88195213,863,818,228480,965167,8,,,,,
230,8,2,128,0.138408703,0.07995543,17.79145467,16.37622242,132,871,353582,147134,4,,,,,
231,4,4,512,0.35000583,0.792927043,6.221833307,28.68034809,137,330,496514,213400,8,,,,,
232,4,4,128,0.286661188,0.117329879,1.359722216,25.07263269,778,1024,199891,213409,2,,,,,
233,4,2,16,0.35374331,0.116813889,5.277145028,24.6598597,892,561,143871,897432,8,,,,,
234,4,16,512,0.302900985,0.145799464,19.12232845,21.7849188,154,215,548123,986838,2,,,,,
235,2,16,128,0.015486011,0.038271813,16.00016086,2.601911712,824,1020,282276,515162,4,,,,,
236,4,8,64,0.186231898,0.122559524,3.765212021,15.12473813,527,60,438074,807212,6,,,,,
237,2,16,1024,0.015667645,0.679301836,8.671423288,26.38036593,91,580,203259,343025,8,,,,,
238,4,8,256,0.195309757,0.264290659,16.52507743,28.77546445,634,573,551461,564951,4,,,,,
239,8,16,1024,0.280558701,0.222906159,7.369019122,11.55846152,297,848,496392,982280,2,,,,,
240,2,4,64,0.260559828,0.479336995,10.70671127,1.25252403,733,172,663461,491545,4,,,,,
241,4,4,32,0.022478055,0.541652615,19.22631292,14.76261246,177,310,793793,753995,8,,,,,
242,2,16,128,0.294248118,0.127357483,19.2505481,27.06627967,501,537,331010,152705,2,,,,,
243,8,2,128,0.070985668,0.605391629,11.51971253,22.45131017,621,936,190985,165080,2,,,,,
244,2,4,128,0.025547184,0.846337295,18.47940692,26.02685321,146,629,304718,961338,2,,,,,
245,8,4,1024,0.094157027,0.344729384,11.80799242,16.61697329,673,1027,502578,595155,6,,,,,
246,4,2,256,0.038919346,0.610815128,20.91876242,9.593081869,260,711,333756,919626,2,,,,,
247,8,2,128,0.225954107,0.654433954,18.23494864,15.4152249,151,148,371083,471915,4,,,,,
248,2,2,1024,0.373536936,0.199645116,21.51392146,7.595510266,839,816,741235,20320,2,,,,,
249,8,16,128,0.173269776,0.341022897,14.20559419,10.80502686,96,262,334365,394444,2,,,,,
250,8,8,32,0.097466342,0.760011771,6.403619775,19.20924428,658,874,43305,298198,6,,,,,
251,4,2,16,0.177117092,0.557659292,17.17862523,6.765897178,384,755,398900,157440,6,,,,,
252,2,16,32,0.153501114,0.28840976,21.27329828,8.950722311,268,811,758544,651170,2,,,,,
253,4,4,64,0.084790203,0.07123292,12.98773674,11.69590763,693,975,697561,401664,6,,,,,
254,8,2,64,0.085310095,0.268236991,3.485206171,12.83017028,329,334,367527,131067,6,,,,,
255,8,16,32,0.04793837,0.335165684,2.821368734,20.74284605,719,844,77871,70478,4,,,,,
256,4,4,32,0.222680535,0.762634757,21.56778578,12.7410813,196,257,309756,903880,4,,,,,
257,8,8,1024,0.01514348,0.748543472,12.36132371,2.283790034,319,267,568555,72964,2,,,,,
258,4,8,128,0.1233474,0.82185473,1.075433257,9.651853024,88,580,103370,218994,2,,,,,
259,2,4,64,0.199116677,0.619733267,10.08931529,24.5723525,813,1001,718199,388288,8,,,,,
260,8,2,64,0.119350662,0.545821724,20.02286674,10.1105471,615,893,11539,654994,2,,,,,
261,8,4,1024,0.212236998,0.365835647,11.52071839,4.174923008,758,442,202619,228556,8,,,,,
262,2,16,256,0.186228564,0.668586877,13.78345966,7.829580206,288,111,796164,336835,2,,,,,
263,8,4,32,0.214797698,0.800169797,6.662501383,25.52299104,557,699,636874,270671,8,,,,,
264,4,16,128,0.060992502,0.194715182,3.377567376,29.75078755,535,142,19354,983936,4,,,,,
265,2,2,1024,0.198822689,0.743056214,2.081968895,27.35038993,365,631,199906,328240,2,,,,,
266,4,16,16,0.368085989,0.691751321,8.05310055,25.56371023,785,302,645401,879359,6,,,,,
267,4,16,256,0.058602379,0.469439215,16.53791456,19.95011049,697,469,333459,996608,4,,,,,
268,2,2,64,0.03420943,0.423637026,11.71273015,5.173615185,484,504,484135,674164,4,,,,,
269,4,16,16,0.018765966,0.255110888,3.158333895,21.09450759,397,90,259438,931403,8,,,,,
270,2,8,64,0.150062171,0.337716726,20.00771679,9.549319685,100,719,287403,352596,8,,,,,
271,4,4,32,0.312285923,0.792782084,12.79358962,29.42579243,351,239,351922,529255,8,,,,,
272,2,8,16,0.270742519,0.837091254,21.02702502,16.09980688,651,154,375871,851676,4,,,,,
273,8,8,128,0.043095823,0.688161689,3.767887429,14.32963707,613,457,616228,883287,2,,,,,
274,8,8,128,0.278268512,0.386755129,13.36942844,14.80960289,633,46,705854,773658,6,,,,,
275,8,4,1024,0.243393135,0.215959476,17.07546399,16.82799488,263,801,790294,535669,8,,,,,
276,8,2,32,0.356428287,0.13278685,4.504662331,17.2630749,266,447,118514,47610,2,,,,,
277,2,4,64,0.28080515,0.521456013,18.21108263,7.9767942,887,484,139393,89933,4,,,,,
278,2,8,1024,0.032074525,0.877510994,16.59481546,6.860302381,175,90,779409,355626,2,,,,,
279,8,8,16,0.010845289,0.41397039,16.05176698,25.01203655,534,247,577485,430834,4,,,,,
280,8,8,16,0.099557839,0.130930054,10.25696318,12.85419638,290,245,675263,965548,4,,,,,
281,2,4,128,0.079062638,0.722345565,15.59669476,13.97287064,176,92,702145,462041,2,,,,,
