Entry No.,CPU Cores,Memory,Bandwidth,Hour1,Hour2,Day Start,Day End,Month Start,Month End,Year Start,Year End,Instances,,,,,
41,2,16,32,0.233987822,0.056273297,9.660791261,21.40993336,203,594,55647,80821,8,,,,,
42,4,8,16,0.017944408,0.723351192,1.955184279,18.38697288,369,704,289375,648143,6,,,,,
43,4,16,512,0.101774523,0.110242047,5.285608549,21.80233092,843,688,638731,481340,6,,,,,
44,8,2,512,0.357428895,0.269051752,6.385243863,20.03054075,354,204,546215,898575,2,,,,,
45,8,2,64,0.012485719,0.68786912,4.575439578,19.65676253,524,693,210376,591388,2,,,,,
46,4,16,128,0.220317209,0.509244989,12.70730977,12.66722968,43,281,125153,768390,2,,,,,
47,8,2,256,0.260559614,0.529296066,6.890615821,29.68837934,460,978,198900,144903,8,,,,,
48,8,2,16,0.322706955,0.548357695,13.78568456,13.98755974,195,1007,550065,393294,4,,,,,
49,8,2,256,0.359750638,0.050855636,16.92368525,19.2536734,371,555,704026,774249,2,,,,,
50,8,2,256,0.344923841,0.805142099,4.404923245,18.50360607,588,479,686759,883289,6,,,,,
51,8,4,32,0.320457105,0.13739654,19.43529583,23.47041884,640,818,267193,919093,6,,,,,
52,4,16,32,0.197196239,0.232678006,3.042990454,28.69688297,278,206,746089,540523,4,,,,,
53,2,8,16,0.136287327,0.339339682,8.265868356,22.60000263,292,836,731555,800404,8,,,,,
54,4,16,64,0.351966759,0.545246833,21.17989856,23.98568839,915,824,246994,435689,6,,,,,
55,4,8,512,0.086387143,0.545472934,13.04693502,4.01835542,126,528,715435,446710,6,,,,,
56,8,16,1024,0.359353002,0.762263339,19.73924577,1.653017806,94,622,234518,657033,6,,,,,
57,8,8,16,0.399086124,0.317072108,2.412804552,29.2123386,551,46,434459,273471,8,,,,,
58,2,4,32,0.133185541,0.646530422,18.17844892,25.13447687,585,161,48021,965660,6,,,,,
59,4,16,128,0.299826526,0.104283726,20.24674385,1.314554351,175,282,125680,52989,4,,,,,
60,8,8,128,0.138810402,0.592725964,15.98910452,15.04205118,468,556,405255,553006,2,,,,,
61,4,8,32,0.31921201,0.072324338,16.58643258,15.97034205,131,383,819013,731293,4,,,,,
62,4,8,32,0.244598006,0.288199146,5.412602553,13.79609075,273,798,519669,344179,4,,,,,
63,4,2,256,0.032209087,0.294100868,20.62149092,12.20396099,356,681,246030,561785,6,,,,,
64,2,2,256,0.20824116,0.6342972,2.408196847,26.31959278,562,985,10406,778893,4,,,,,
65,4,2,512,0.259063583,0.574169152,15.51689533,21.91867803,337,1039,670359,259317,8,,,,,
66,4,8,32,0.15977322,0.770385005,3.95125018,1.092207397,457,91,416267,38331,4,,,,,
67,4,16,64,0.113051042,0.580547338,21.54631694,13.28460821,755,407,538892,353767,2,,,,,
68,8,8,256,0.227439628,0.765867098,6.735652204,28.21219283,275,845,41447,841877,6,,,,,
69,8,2,32,0.275140624,0.362613564,8.690402875,18.62106572,768,152,569599,280829,4,,,,,
70,4,4,16,0.22100439,0.815784362,2.048470379,4.812808303,69,92,444399,513103,4,,,,,
71,8,16,256,0.106648764,0.892269767,13.51554304,18.96799238,892,405,404380,131495,4,,,,,
72,4,4,1024,0.176478871,0.41672178,2.158601593,2.462179373,627,306,300908,599604,6,,,,,
73,8,16,128,0.328191173,0.818700843,2.825177222,8.000667811,310,195,100491,504021,2,,,,,
74,8,16,32,0.03601943,0.872730142,19.43071589,15.67245683,773,481,233606,739172,4,,,,,
75,4,16,32,0.136919293,0.043827861,17.98881901,13.94362588,880,780,114888,842581,6,,,,,
76,4,8,256,0.344597652,0.29028784,2.684236634,16.75999284,220,1001,413749,851041,4,,,,,
77,2,2,256,0.044936238,0.641611021,16.02911256,18.42377726,39,941,579509,614597,2,,,,,
78,8,4,1024,0.268422958,0.782968804,1.673266872,19.88885791,876,947,351887,855173,2,,,,,
79,2,4,128,0.327106853,0.682526903,17.70595248,6.478496615,273,856,434407,648555,8,,,,,
80,4,8,32,0.21970759,0.841189054,9.055287479,8.062159294,208,80,532138,339387,8,,,,,
81,2,4,1024,0.091699575,0.592740401,15.25122996,2.828034925,524,344,307685,205959,4,,,,,
82,8,8,256,0.380232981,0.194623396,8.238143391,18.04706141,578,458,97875,995290,8,,,,,
83,8,2,128,0.2085773,0.400834691,5.498965439,27.76337299,262,581,74753,986430,2,,,,,
84,4,16,128,0.070710534,0.701935024,8.441022559,6.420474259,541,1021,45892,443240,4,,,,,
85,8,8,128,0.336691301,0.685263615,20.10055809,7.192603266,111,545,360399,58792,6,,,,,
86,2,2,256,0.220468756,0.555985432,10.51471427,27.97517912,319,848,173605,379156,8,,,,,
87,4,4,128,0.344340573,0.837294395,19.43235159,29.15620096,637,836,179524,911277,8,,,,,
88,4,8,256,0.141705015,0.565342293,9.196109516,19.25661018,552,41,390527,902926,4,,,,,
89,2,4,128,0.154685073,0.390752733,15.02373329,2.42042432,871,777,178609,137789,4,,,,,
90,8,4,64,0.207367453,0.412875208,1.423399801,14.33268039,266,101,414220,810000,2,,,,,
91,8,2,32,0.087774867,0.195785338,7.415009166,23.1635714,850,1007,356439,568025,4,,,,,
92,4,16,128,0.07496936,0.591684779,11.13014796,17.89951085,530,986,125196,384530,8,,,,,
93,4,4,64,0.171369735,0.512816781,15.42809264,9.973914122,644,425,474398,864635,2,,,,,
94,4,16,32,0.185385318,0.227603442,15.71760489,15.21686428,721,528,59868,269681,8,,,,,
95,2,4,16,0.362969092,0.249586416,18.09715448,23.52557397,371,78,80266,57966,6,,,,,
96,2,4,1024,0.387479157,0.20873842,9.520154788,12.19830347,696,336,779078,718778,4,,,,,
97,2,16,128,0.396195041,0.390543402,5.533786797,24.64905295,585,91,465066,404203,2,,,,,
98,4,2,256,0.291439978,0.650840871,18.73181201,28.60667286,769,555,126585,614389,8,,,,,
99,2,16,128,0.381231066,0.718024517,1.964182724,25.03139128,427,599,3165,610724,6,,,,,
100,8,2,128,0.242980136,0.102801616,9.388993874,21.23185443,702,196,417187,759625,2,,,,,
101,2,4,64,0.359484727,0.135008914,7.054376108,20.09526096,859,78,372004,623298,8,,,,,
102,4,8,128,0.058101328,0.606219095,8.241427392,8.457909086,903,582,553319,174538,2,,,,,
103,2,16,512,0.265314095,0.198999716,1.930540517,27.99828028,627,559,743557,490123,8,,,,,
104,4,4,128,0.191791028,0.556379601,10.87518775,26.33272883,181,246,632628,402566,4,,,,,
105,2,8,1024,0.092764858,0.489241771,21.44594826,18.69755602,320,987,96071,281516,6,,,,,
106,2,16,512,0.389017787,0.143642487,10.93036444,14.43811424,548,957,461979,211908,4,,,,,
107,2,8,128,0.146249572,0.37389974,2.314027244,19.12542471,379,56,460617,664485,4,,,,,
108,8,8,16,0.329265933,0.780184342,15.18049859,18.02892384,730,460,706728,906665,6,,,,,
109,2,16,32,0.313828339,0.785586192,1.54005656,22.0058692,280,496,138075,415686,2,,,,,
110,8,4,128,0.15331932,0.288105193,20.65669318,6.370979275,134,773,673601,75534,4,,,,,
111,4,2,512,0.014976541,0.162150632,7.101270998,27.56447685,81,713,800248,849873,4,,,,,
112,8,2,32,0.086179172,0.417292928,11.3027246,10.96989857,730,1035,86263,302027,4,,,,,
113,8,4,1024,0.394908688,0.785185751,5.869557453,27.93582751,903,726,701974,318235,4,,,,,
114,8,16,128,0.384710681,0.689016072,11.15999049,26.66769211,297,732,452056,210037,6,,,,,
115,2,4,16,0.355379527,0.281213673,9.058102239,30.01069786,409,408,161539,457099,4,,,,,
116,8,8,256,0.330625064,0.413190835,19.14125944,29.46052004,215,437,224361,688292,2,,,,,
117,4,4,16,0.117565633,0.597393368,12.62025227,30.55471817,859,245,703827,679440,2,,,,,
118,4,2,128,0.324191057,0.88576953,21.40597178,25.27427589,546,824,491191,119540,6,,,,,
119,2,8,1024,0.29433865,0.869162912,8.788249668,17.99806001,625,323,10814,332041,6,,,,,
120,4,2,16,0.299945115,0.856856994,14.05959488,16.22260258,571,735,423666,404394,8,,,,,
121,2,16,64,0.321951531,0.554018445,14.46242169,15.60294048,314,174,805146,49940,2,,,,,
122,4,16,64,0.044504264,0.636906458,2.459470807,17.65379415,443,340,44737,632306,6,,,,,
123,2,4,32,0.365051128,0.468628697,11.66972557,10.59651657,446,1006,108730,708039,8,,,,,
124,2,2,16,0.346319875,0.318203613,21.29829199,30.5985975,95,550,773814,441438,4,,,,,
125,8,2,32,0.302414792,0.416156968,2.832879262,27.93028288,145,55,364820,789117,4,,,,,
126,4,2,128,0.065869186,0.770989496,9.495164513,23.44696318,66,516,426744,82604,6,,,,,
127,2,8,1024,0.086606635,0.865996065,20.7054302,24.65750371,740,897,157133,427969,6,,,,,
128,8,2,512,0.343187618,0.351963978,16.8260048,15.43480776,322,47,416243,391180,6,,,,,
129,8,4,1024,0.252805459,0.406462873,13.51589654,15.17068874,119,758,39292,569626,8,,,,,
130,4,8,512,0.138947382,0.695698244,21.41695367,7.307827087,162,86,103164,496907,8,,,,,
131,2,8,1024,0.341896135,0.164572881,14.78480723,18.09431058,324,139,250848,107006,8,,,,,
132,4,2,512,0.194408686,0.070890768,20.08832243,12.32395701,664,710,246651,559525,2,,,,,
133,8,16,512,0.225110462,0.15634881,1.004913428,11.39793895,816,1020,79216,401537,4,,,,,
134,4,8,16,0.226502444,0.348503871,2.727365026,28.96123782,846,541,670132,147536,4,,,,,
135,8,2,256,0.22336978,0.740763045,2.789316966,20.14456685,868,690,742262,829982,4,,,,,
136,8,8,16,0.119084117,0.43857795,16.20368222,15.97762146,620,908,769538,14315,2,,,,,
137,8,16,1024,0.061166656,0.807238669,17.75202039,10.7198911,813,989,803847,555461,4,,,,,
138,4,8,64,0.021892103,0.385832393,2.218541605,17.13030201,201,696,277820,573119,4,,,,,
139,2,4,128,0.307628442,0.177655824,7.166775331,11.74343454,532,451,130800,872337,6,,,,,
140,4,16,32,0.314555976,0.067749477,2.234384081,23.21399165,271,371,512024,192457,8,,,,,
141,8,2,128,0.144266926,0.667902807,21.5673815,24.39781874,752,602,561735,296003,4,,,,,
142,4,16,64,0.197049986,0.655816517,14.82574869,20.02589537,641,191,510210,24684,6,,,,,
143,4,2,256,0.128299679,0.817595602,20.37600957,24.98292582,440,164,1190,262564,4,,,,,
144,4,4,128,0.079366627,0.052418111,13.9623656,3.850185988,901,845,735774,164379,2,,,,,
145,2,16,128,0.387735042,0.393703911,4.968578269,28.6753654,681,433,544961,482172,6,,,,,
146,4,8,1024,0.391402918,0.559436736,14.2291843,15.78438373,435,383,268837,954152,8,,,,,
147,8,4,32,0.367262433,0.721576457,19.82687873,25.64896813,487,693,420640,771224,8,,,,,
148,2,8,1024,0.225335327,0.498550977,19.38874309,19.39889048,746,144,508774,645413,6,,,,,
149,8,4,512,0.288181165,0.752230809,16.38945184,6.201081991,140,413,792962,384222,2,,,,,
150,2,16,256,0.016992515,0.883929714,1.58671196,20.40838708,734,696,629642,27515,6,,,,,
151,4,8,16,0.090349509,0.042961466,16.68471892,23.48692324,583,1015,479333,231177,6,,,,,
152,8,4,1024,0.055018691,0.653905444,16.13839079,8.818758905,385,744,4862,272509,6,,,,,
153,2,16,128,0.34095883,0.228688657,1.656566184,10.82450237,662,996,464544,863035,6,,,,,
154,2,16,1024,0.046608673,0.764819727,8.271694152,6.930748086,496,309,623625,452277,4,,,,,
155,4,16,128,0.122531118,0.404602971,13.92965535,2.103456184,455,937,713951,327079,8,,,,,
156,2,4,16,0.164218261,0.261261494,12.01140654,20.12127916,539,839,251939,558381,6,,,,,
157,2,16,128,0.261969717,0.34176584,20.42958449,4.157471315,263,333,5640,498749,2,,,,,
158,8,8,1024,0.390440535,0.20066285,19.12779086,16.97527174,884,340,825063,788856,8,,,,,
159,4,8,64,0.065361216,0.159958685,12.13613822,25.99386549,486,543,751999,436421,6,,,,,
160,4,4,512,0.258548917,0.65315231,20.88999298,4.687891284,693,648,194496,886843,2,,,,,
161,2,2,32,0.043932802,0.744116291,1.284384377,17.21794696,559,919,280570,194583,2,,,,,
162,8,4,64,0.39924652,0.405995627,17.51107731,16.18616303,145,746,73621,670777,6,,,,,
163,2,16,16,0.098880306,0.041744108,1.665567879,11.40430037,506,218,717602,975630,2,,,,,
164,4,8,64,0.242751748,0.700483346,20.36174249,7.179585406,487,367,680697,452566,8,,,,,
165,8,4,256,0.396651172,0.614325726,16.33651553,13.35390715,307,142,516274,96526,8,,,,,
166,2,2,1024,0.20342163,0.624013725,6.996414074,29.61864469,343,958,574825,745717,4,,,,,
167,8,2,512,0.046960629,0.605131289,11.53711378,17.0399152,205,996,332413,505359,8,,,,,
168,4,4,1024,0.077514871,0.461290013,6.687856764,4.922118201,275,523,166722,717745,4,,,,,
169,2,2,1024,0.034502713,0.772992736,14.87606321,19.20445792,271,527,166125,506364,2,,,,,
170,8,2,32,0.06032984,0.092364612,7.497023397,13.17449854,709,264,670887,374006,4,,,,,
171,2,2,128,0.370047973,0.410478776,16.38827107,21.95302967,631,519,436726,539010,2,,,,,
172,2,8,64,0.390993493,0.450864139,18.12547589,21.80435961,665,1050,134518,545790,8,,,,,
173,8,2,64,0.203650254,0.551125179,19.45408092,30.2032412,677,819,602451,519109,8,,,,,
174,2,2,512,0.107425076,0.339180434,20.47087816,29.06254713,39,774,522508,580213,4,,,,,
175,4,2,512,0.174177284,0.579083815,13.78098941,17.29621272,894,682,14950,814502,4,,,,,
176,2,2,512,0.239905187,0.372317434,9.545090254,5.99433006,800,638,197545,48946,6,,,,,
177,2,4,32,0.149131976,0.233821275,11.35131395,28.13931979,765,709,434596,285822,8,,,,,
178,4,8,16,0.297160953,0.846344044,14.75743854,6.497359049,772,775,821838,547883,4,,,,,
179,4,8,128,0.216055268,0.409884772,11.16098224,11.1092728,714,500,162397,215028,8,,,,,
180,4,16,512,0.330556018,0.049423422,10.99630083,14.69729506,724,432,605451,515354,8,,,,,
181,8,2,512,0.081524004,0.411432122,15.8495873,7.381401398,143,834,449785,35182,6,,,,,
182,8,8,32,0.089072822,0.278484061,17.98621497,18.55286793,257,970,75656,401231,8,,,,,
183,8,2,512,0.185006475,0.218799357,19.28690463,20.26476816,672,917,518473,562647,6,,,,,
184,2,4,32,0.268323383,0.576469851,14.11515785,20.82696064,123,551,403595,488695,2,,,,,
185,4,8,16,0.2895322,0.139172944,6.281928901,11.66297477,45,752,815601,259736,6,,,,,
186,8,2,1024,0.043937232,0.622376269,18.0579026,22.72678753,745,688,84217,236041,8,,,,,
187,8,8,16,0.045871179,0.171579901,4.31115591,13.18463691,728,965,718895,865936,8,,,,,
188,2,8,256,0.027024341,0.691826416,3.431910203,27.69120124,332,326,635160,351886,2,,,,,
189,2,2,32,0.028601156,0.63383812,21.19780433,26.68923758,112,539,423986,803154,4,,,,,
190,8,4,64,0.347869424,0.285517344,13.16533956,16.17691974,532,713,673318,400970,6,,,,,
191,8,16,16,0.061821013,0.375110987,21.02249444,11.9621148,163,624,364641,397921,2,,,,,
192,8,4,256,0.252824118,0.580155277,9.967392273,30.15601465,577,127,781499,718714,2,,,,,
193,4,16,1024,0.275995362,0.16819212,7.760366346,22.0491158,412,325,713398,265426,4,,,,,
194,2,8,1024,0.378355199,0.746537344,15.61012266,1.570488786,719,1021,774385,400482,8,,,,,
195,2,2,128,0.361455955,0.252011455,18.23001613,1.398643169,821,402,642561,415635,4,,,,,
196,4,8,512,0.288732395,0.786111061,5.998513418,6.983920036,83,700,331387,691684,4,,,,,
197,4,16,16,0.100868026,0.177220186,21.54710265,14.11505121,453,70,59527,54125,4,,,,,
198,8,16,16,0.302464425,0.240293586,1.551820604,19.47836162,278,1010,308471,876970,8,,,,,
199,8,4,1024,0.163388418,0.28101437,21.13822133,24.13486734,767,144,575774,404642,4,,,,,
200,4,16,128,0.136465384,0.25087442,18.76449279,17.61826215,47,641,537262,489031,8,,,,,
201,2,4,1024,0.206096688,0.811152275,8.09833242,23.76295037,639,578,307781,847512,6,,,,,
202,2,16,1024,0.03412838,0.221638221,5.159341855,9.527174708,235,733,51479,508219,2,,,,,
203,2,2,512,0.329720988,0.76397302,11.79660964,12.79930525,762,293,552649,430836,4,,,,,
204,2,8,32,0.395234891,0.33494711,17.3378438,22.63600053,300,379,350986,671501,4,,,,,
205,2,2,128,0.161377565,0.603963027,19.30324704,20.13430701,479,76,42859,794627,8,,,,,
206,8,16,1024,0.336938035,0.319752734,4.22551156,25.65496438,153,1013,517073,503983,4,,,,,
207,8,2,32,0.256796853,0.828578301,12.18763568,3.281338792,122,423,452931,273747,8,,,,,
208,8,2,128,0.397037589,0.063557573,8.818884029,18.10513476,710,31,52753,973450,2,,,,,
209,8,4,16,0.12665351,0.821617554,9.924078678,12.9035855,163,387,128836,462838,2,,,,,
210,4,2,256,0.296503498,0.679698897,16.50610821,26.5157224,726,129,360110,870295,6,,,,,
211,2,16,128,0.105769453,0.589760384,2.257385749,30.56947647,138,905,356909,882903,4,,,,,
212,2,8,32,0.026096389,0.159194971,14.33198362,16.5630376,308,200,753470,760660,8,,,,,
213,8,8,1024,0.174685611,0.887444653,19.3232451,16.27989562,143,127,774323,748479,2,,,,,
214,4,4,1024,0.140628967,0.339705588,9.240902163,10.68186913,219,1041,135430,553578,2,,,,,
215,8,8,64,0.324381261,0.348184589,9.536377965,19.75155189,491,424,427443,855649,8,,,,,
216,4,16,256,0.130203993,0.878654706,1.691531556,8.386234734,444,577,330560,6624,8,,,,,
217,8,16,32,0.198912322,0.218199596,7.141763388,29.02653291,614,163,764388,589476,2,,,,,
218,4,4,128,0.026388246,0.558441909,7.345975358,10.67155814,126,733,810356,236622,4,,,,,
219,4,4,256,0.309092993,0.662678623,8.362220175,18.14662152,212,675,355368,997378,2,,,,,
220,4,4,512,0.2818721,0.791581837,11.36778354,4.875489672,368,958,594740,804793,6,,,,,
221,8,2,256,0.043084858,0.723827887,20.68591738,17.78017547,429,271,424815,383626,4,,,,,
222,8,2,1024,0.270728593,0.248885893,15.07618755,13.36721033,30,1030,302335,475609,8,,,,,
223,2,2,32,0.074314967,0.8922712,1.459175972,18.60952722,75,857,63379,902863,2,,,,,
224,2,16,1024,0.380155741,0.844273,7.561849263,29.8760438,536,479,246825,424173,2,,,,,
225,4,4,128,0.038105652,0.212728688,20.77648735,1.105436665,714,928,702573,832399,2,,,,,
226,4,16,32,0.280081977,0.710454678,17.39167347,27.50951516,280,601,660754,129925,2,,,,,
227,8,8,16,0.073420901,0.769797487,12.02317651,21.7847001,524,775,173297,859742,8,,,,,
228,2,4,512,0.17059864,0.375500961,6.292563242,21.01253915,521,596,609236,331802,6,,,,,
229,4,4,256,0.225266833,0.167898423,1.128343674,12.00786895,732,767,456936,54393,4,,,,,
230,4,4,16,0.264264742,0.328569524,5.263584518,12.09027591,593,570,753528,985562,2,,,,,
231,2,8,256,0.175956781,0.138391527,13.77922199,10.59812108,667,442,653689,983133,8,,,,,
232,8,8,256,0.139042165,0.263248987,4.272573116,5.44950768,855,429,322452,135053,6,,,,,
233,2,2,16,0.043290403,0.566817044,9.779007479,24.38076726,350,326,199897,259709,8,,,,,
234,2,4,256,0.094170413,0.271781077,21.37094095,25.48665873,121,924,464700,213604,8,,,,,
235,4,8,256,0.202170816,0.254524736,4.83965126,15.58563909,405,436,500718,401434,4,,,,,
236,8,8,512,0.011290212,0.636045737,14.9233018,21.76243447,791,847,283004,767158,6,,,,,
237,2,4,64,0.067542307,0.274516033,15.00369558,17.66361919,151,445,415995,37718,6,,,,,
238,2,8,32,0.204819084,0.670350579,21.2286085,21.07761659,293,780,788757,531700,4,,,,,
239,2,2,32,0.183254057,0.777239566,2.685111876,12.53302605,908,674,757447,171860,4,,,,,
240,2,4,1024,0.096625676,0.602131482,12.52978595,12.7707114,906,88,369609,816654,6,,,,,
241,2,8,64,0.26604498,0.625878832,15.43653234,29.48941145,414,753,598932,474180,8,,,,,
242,4,16,16,0.238019539,0.113966834,15.0994183,30.07981546,459,651,181896,263485,2,,,,,
243,8,4,256,0.178918145,0.184446754,18.48084046,12.07783483,803,490,824829,433491,4,,,,,
244,2,8,256,0.379801188,0.38017375,2.508816842,2.182619869,178,524,649527,420906,4,,,,,
245,8,16,32,0.180802646,0.650693054,4.364955731,27.27031154,289,389,347481,282912,4,,,,,
246,8,8,256,0.317631909,0.13261189,20.81135558,24.7600531,190,991,209751,408054,4,,,,,
247,8,4,64,0.352304324,0.624645965,5.859753781,9.818089047,765,725,533561,494738,2,,,,,
248,4,2,128,0.070513734,0.253052663,4.100512057,1.490728817,118,551,808118,593472,4,,,,,
249,2,8,512,0.232180258,0.46391006,17.8814089,4.00525749,180,30,207785,671820,6,,,,,
250,2,2,128,0.280356025,0.31013793,11.17614452,25.4761612,675,920,462370,912204,6,,,,,
251,4,2,16,0.071438595,0.637096608,19.05023453,4.551006656,368,82,155250,947962,4,,,,,
252,4,8,1024,0.052454378,0.093935556,12.78047667,23.0271253,162,815,369459,935073,6,,,,,
253,8,8,16,0.237010267,0.473087373,12.43231683,2.260628433,757,657,353954,59574,2,,,,,
254,4,16,32,0.303702707,0.314795006,7.463453076,11.18729834,816,887,235000,659404,8,,,,,
255,8,16,64,0.23364951,0.761112565,8.672285573,22.14079397,402,997,636773,360469,6,,,,,
256,4,16,512,0.071900442,0.24378225,16.05352544,22.81953464,355,556,540730,273113,2,,,,,
257,8,2,1024,0.313574698,0.209727567,8.770927823,10.60235426,251,1004,303833,49221,6,,,,,
258,4,8,32,0.288334608,0.730835824,2.614278801,22.34706878,873,329,669947,894891,6,,,,,
259,4,2,32,0.321253217,0.328876007,12.59754698,18.83989407,131,492,439178,66550,2,,,,,
260,4,4,32,0.113899412,0.883080946,3.761120317,27.02725747,48,312,808371,89497,4,,,,,
261,2,2,32,0.188952768,0.340227085,6.827957486,13.25676664,348,856,281451,742876,6,,,,,
262,8,16,64,0.178665806,0.757091689,19.26788766,21.85153716,36,152,760953,409201,2,,,,,
263,2,2,256,0.197238526,0.748393216,9.283000206,24.10139753,206,94,24136,57218,4,,,,,
264,4,8,128,0.0586794,0.54367902,1.149189482,9.033209799,138,266,124688,697929,2,,,,,
265,8,2,32,0.097416542,0.293591269,7.861380667,3.629473785,69,482,661768,163636,2,,,,,
266,8,2,256,0.311051756,0.275667002,5.383573514,12.80941192,340,122,377577,951616,2,,,,,
267,4,16,16,0.028419496,0.298529661,19.777508,7.64246482,834,861,442445,413767,8,,,,,
268,8,16,1024,0.040945,0.550584035,1.645700103,29.63349105,630,366,478296,802736,6,,,,,
269,8,2,16,0.363729238,0.612148939,13.86581651,17.91915501,882,659,165321,189747,2,,,,,
270,2,16,64,0.0318146,0.117636705,12.94628654,18.49955617,398,315,556058,745826,8,,,,,
271,4,16,1024,0.243992871,0.889408309,10.71420434,22.91976545,756,467,352781,483665,6,,,,,
272,8,4,1024,0.390629971,0.311789104,8.050067802,18.89444725,542,328,70158,64206,4,,,,,
273,2,8,128,0.186787995,0.660820284,7.785953017,21.08011089,690,324,414749,229464,2,,,,,
274,8,4,256,0.1558043,0.623234377,4.5348944,6.261516266,569,164,250514,42519,4,,,,,
275,4,4,64,0.067600037,0.244792986,14.16668638,27.75085893,893,1006,243388,725108,4,,,,,
276,8,16,256,0.251562341,0.822095142,20.50956138,28.05355756,105,376,14765,444440,6,,,,,
277,2,2,64,0.357536369,0.721834146,11.42984438,11.2345813,193,108,788191,117343,6,,,,,
278,2,16,64,0.372927864,0.711084558,17.40772739,17.30553346,402,417,341390,729802,6,,,,,
279,4,2,256,0.254725642,0.150881106,20.57129694,5.296344949,828,976,171401,627069,6,,,,,
280,4,8,128,0.372918757,0.351548432,15.12531893,22.58571444,433,394,581397,775599,4,,,,,
281,4,8,64,0.12773787,0.880598593,14.07898883,2.922015657,868,967,194109,825030,4,,,,,
